Shareholder - Name	Issuer - Name	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Stock - Percent Ownership	Data Source URL
BPL Pension	Grand Canyon Education Inc	2023-12-31	171	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GRAND CITY PROPERTIES SA	2023-12-31	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Grange Resources Ltd	2023-12-31	602	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Granges AB	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Granite Construction Inc	2023-12-31	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Granite Real Estate Investment	2023-12-31	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Granite Ridge Resources Inc	2023-12-31	22	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Graphic Packaging Holding Co	2023-12-31	186	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GRAY TELEVISION INC	2023-12-31	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Great Lakes Dredge & Dock Corp	2023-12-31	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Great Portland Estates PLC	2023-12-31	40	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Greatland Gold PLC	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Great-West Lifeco Inc	2023-12-31	3.998	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Gree Inc	2023-12-31	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Green Brick Partners Inc	2023-12-31	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Green Dot Corp-Class A	2023-12-31	999	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Greenbrier Cos Inc	2023-12-31	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Greencore Group PLC	2023-12-31	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Greenvolt-Energias Renovaveis	2023-12-31	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Greggs PLC	2023-12-31	126	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Greif Inc	2023-12-31	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Grenergy Renovables SA	2023-12-31	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GRENKELEASING AG	2023-12-31	22	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Grid Dynamics Holdings Inc	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Grieg Seafood ASA	2023-12-31	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Griffon Corp	2023-12-31	89	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Grocery Outlet Holding Corp	2023-12-31	99	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Group 1 Automotive Inc	2023-12-31	194	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Groupe BPCE	2023-12-31	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Groupe Bruxelles Lambert SA	2023-12-31	1.280	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Groupe FNAC	2023-12-31	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Growthpoint Properties Ltd	2023-12-31	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	G-Tekt Corp	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Guardant Health Inc	2023-12-31	93	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GUD Holdings Ltd	2023-12-31	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Guidewire Software Inc	2023-12-31	230	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Gulfport Energy Corp	2023-12-31	65	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Gulliver International Co Ltd	2023-12-31	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GungHo Online Entertainment In	2023-12-31	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Gunma Bank Ltd/The	2023-12-31	113	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Gunze Ltd	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Guotai Junan International Hol	2023-12-31	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GVS SpA	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GXO Logistics Inc	2023-12-31	207	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	H Lundbeck A/S	2023-12-31	1.960	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	H&E Equipment Services Inc	2023-12-31	2.160	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	H&R Real Estate Investment Tru	2023-12-31	53	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	H2O Retailing Corp	2023-12-31	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hachijuni Bank Ltd/The	2023-12-31	103	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hackett Group Inc/The	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haemonetics Corp	2023-12-31	3.293	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hagerty Inc	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hain Celestial Group Inc/The	2023-12-31	47	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haitong Securities Co Ltd	2023-12-31	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hakuhodo DY Holdings Inc	2023-12-31	547	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haleon PLC	2023-12-31	628	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Halfords Group PLC	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hallador Energy Co	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Halma Plc	2023-12-31	1.466	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Halows Co Ltd	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Halozyme Therapeutics Inc	2023-12-31	807	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hamamatsu Photonics KK	2023-12-31	816	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hamborner REIT AG	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hamburger Hafen und Logistik A	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hamilton Lane Inc	2023-12-31	83	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hammerson PLC	2023-12-31	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hancock Whitney Corp	2023-12-31	176	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HANESBRANDS INC	2023-12-31	45	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hang Lung Group Ltd	2023-12-31	826	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hang Seng Bank Ltd	2023-12-31	410	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hankyu Hanshin Holdings Inc	2023-12-31	219	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hankyu Reit Inc	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hanmi Financial Corp	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hannon Armstrong Sustainable I	2023-12-31	96	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hannover Rueckversicherung AG	2023-12-31	897	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hanover Insurance Group	2023-12-31	143	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hansen Technologies Ltd	2023-12-31	1.070	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 15Hanwa Co Ltd	2023-12-31	112	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HarborOne Bancorp Inc	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harbour Energy PLC	2023-12-31	62	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harel Insurance Investments &	2023-12-31	1.111	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hargreaves Lansdown PLC	2023-12-31	1.050	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harley-Davidson Inc	2023-12-31	200	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harmonic Drive Systems Inc	2023-12-31	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harmonic Inc	2023-12-31	40	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harmony Biosciences Holdings I	2023-12-31	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harrow Inc	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hartford Financial Services Grp	2023-12-31	10.191	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harvey Norman Holdings Ltd	2023-12-31	55	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haseko Corp	2023-12-31	1.020	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	HashiCorp Inc	2023-12-31	62	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haverty Furniture Cos Inc	2023-12-31	1.131	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hawkins Inc	2023-12-31	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haynes International Inc	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hays PLC	2023-12-31	72	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hayward Holdings Inc	2023-12-31	70	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hazama Ando Corp	2023-12-31	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HB Fuller Co	2023-12-31	267	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HCA Healthcare Inc	2023-12-31	604	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HCI Group Inc	2023-12-31	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Headwater Exploration Inc	2023-12-31	94	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Healius Ltd	2023-12-31	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Health Catalyst Inc	2023-12-31	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Healthcare Realty Trust Inc	2023-12-31	204	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Healthcare Services Group Inc	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HealthEquity Inc	2023-12-31	194	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Healthpeak Properties Inc	2023-12-31	3.980	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	HealthStream Inc	2023-12-31	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heartland Express Inc	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heartland Financial USA Inc	2023-12-31	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hecla Mining Co	2023-12-31	108	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heidelberger Druckmaschinen AG	2023-12-31	7	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heidrick & Struggles Internati	2023-12-31	38	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heijmans NV	2023-12-31	758	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heineken Holding NV	2023-12-31	247	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heiwa Corp	2023-12-31	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heiwa Real Estate Co Ltd	2023-12-31	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heiwa Real Estate REIT Inc	2023-12-31	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heiwado Co Ltd	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helen of Troy Ltd	2023-12-31	99	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helia Group Ltd	2023-12-31	1.645	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helios Technologies Inc	2023-12-31	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helios Towers PLC	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helix Energy Solutions Group	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HelloFresh SE	2023-12-31	227	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helmerich & Payne Inc	2023-12-31	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hemnet Group AB	2023-12-31	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Henkel AG & Co KGaA	2023-12-31	4.781	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hennes & Mauritz AB	2023-12-31	3.101	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Henry Schein Inc	2023-12-31	4.442	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hensoldt AG	2023-12-31	59	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HERA SPA	2023-12-31	885	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Herbalife Ltd	2023-12-31	56	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Herc Holdings Inc	2023-12-31	122	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heritage Commerce Corp	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heritage Financial Corp/WA	2023-12-31	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hermes International	2023-12-31	2.796	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hershey Co	2023-12-31	6.349	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hess Midstream LP	2023-12-31	154	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hexagon AB	2023-12-31	730	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hexagon Composites ASA	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hexatronic Group AB	2023-12-31	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hexcel Corp	2023-12-31	253	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hexpol AB	2023-12-31	142	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hibbett Sports Inc	2023-12-31	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hiday Hidaka Corp	2023-12-31	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Highwoods Realty Limited	2023-12-31	1.678	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hikari Tsushin Inc	2023-12-31	165	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hikma Pharmaceuticals PLC	2023-12-31	1.561	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	HILAN ltd	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hill & Smith Holdings PLC	2023-12-31	145	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hillenbrand Inc	2023-12-31	111	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hillman Solutions Corp	2023-12-31	67	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hilltop Holdings Inc	2023-12-31	67	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hilton Food Group PLC	2023-12-31	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HILTON GRAND VACA LLC/IN	2023-12-31	129	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hims & Hers Health Inc	2023-12-31	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hioki EE Corp	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hirata Corp	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HireRight Holdings Corp	2023-12-31	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hirogin Holdings Inc	2023-12-31	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hirose Electric Co Ltd	2023-12-31	759	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HIS Co Ltd	2023-12-31	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hisamitsu Pharmaceutical Co Inc	2023-12-31	853	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hiscox Ltd	2023-12-31	1.015	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hitachi Ltd	2023-12-31	1.495	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	HKBN Ltd	2023-12-31	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HMS Networks AB	2023-12-31	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HNI Corp	2023-12-31	1.311	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hochschild Mining PLC	2023-12-31	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hogy Medical Co Ltd	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hokkoku Financial Holdings Inc	2023-12-31	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hokuhoku Financial Group Inc	2023-12-31	82	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Holcim Ltd	2023-12-31	573	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Holley Inc	2023-12-31	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Holmen AB	2023-12-31	351	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HOLOGIC INC	2023-12-31	6.202	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Home BancShares Inc/AR	2023-12-31	128	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Home Consortium Ltd	2023-12-31	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Home Depot Inc	2023-12-31	39.083	x1_000	EUR	0,24%	https://www.bplpensioen.nl/beleggen
BPL Pension	Home Reit PLC	2023-12-31	4	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HomeCo Daily Needs REIT	2023-12-31	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Honda Motor Co Ltd	2023-12-31	9.927	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hong Kong & China Gas	2023-12-31	3.504	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hongkong Land Holdings Ltd	2023-12-31	1.039	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hope Bancorp Inc	2023-12-31	86	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Horace Mann Educators Corp	2023-12-31	59	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Horiba Ltd	2023-12-31	113	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Horizon Bancorp/IN	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hormel Foods Corp	2023-12-31	527	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hornbach Holding AG & Co KGaA	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hoshino Resorts REIT Inc	2023-12-31	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hoshizaki Electric Co Ltd	2023-12-31	693	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Host Hotels & Resorts Inc	2023-12-31	5.564	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Houlihan Lokey Inc	2023-12-31	203	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	House Foods Corp	2023-12-31	44	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Howard Hughes Holdings Inc	2023-12-31	125	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Howden Joinery Group PLC	2023-12-31	1.200	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	HP Inc	2023-12-31	44.115	x1_000	EUR	0,27%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 16HSBC Holdings PLC	2023-12-31	9.514	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	HUB Group Inc	2023-12-31	120	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HUB24 Ltd	2023-12-31	62	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hubbell Inc	2023-12-31	1.956	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Huber & Suhner AG	2023-12-31	44	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HubSpot Inc	2023-12-31	3.911	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	HudBay Minerals Inc	2023-12-31	98	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hudson Pacific Properties Inc	2023-12-31	51	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hudson Technologies Inc	2023-12-31	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hufvudstaden AB	2023-12-31	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HUGHES SATELLITE SYSTEMS	2023-12-31	1.106	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hugo Boss AG	2023-12-31	3.842	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Huhtamaki OYJ	2023-12-31	104	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hulic Co Ltd	2023-12-31	1.387	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hulic Reit Inc	2023-12-31	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Humana Inc	2023-12-31	15.408	x1_000	EUR	0,09%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hunting PLC	2023-12-31	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Huntington Bancshares Inc / OH	2023-12-31	290	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HUNTSMAN INTERNATIONAL L	2023-12-31	147	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Huron Consulting Group Inc	2023-12-31	1.713	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hutchison Port Holdings Trust	2023-12-31	54	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hutchison Whampoa Ltd	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hyakugo Bank Ltd/The	2023-12-31	1.303	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hydra SpA	2023-12-31	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hydro One Ltd	2023-12-31	6.565	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hypoport AG	2023-12-31	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hysan Development Company Limited	2023-12-31	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
